"ID","split"
8063,"test"
8064,"validation"
8065,"validation"
8066,"train"
8067,"test"
8068,"test"
8069,"train"
8070,"validation"
8071,"train"
8072,"train"
8073,"train"
8074,"train"
8075,"test"
8076,"train"
8077,"validation"
8078,"test"
8079,"validation"
8080,"test"
8081,"train"
8082,"train"
8083,"train"
8084,"train"
8085,"train"
8086,"train"
8087,"train"
8088,"train"
8089,"validation"
8090,"validation"
8091,"train"
8092,"train"
8093,"test"
8094,"validation"
8095,"train"
8096,"train"
8097,"train"
8098,"validation"
8099,"train"
8100,"test"
8101,"train"
8102,"train"
8103,"train"
8104,"train"
8105,"test"
8106,"train"
8107,"train"
8108,"train"
8109,"validation"
8110,"train"
8111,"train"
8112,"validation"
8113,"test"
8114,"validation"
8115,"train"
8116,"validation"
8117,"test"
8118,"train"
8119,"train"
8120,"test"
8121,"train"
8122,"train"
8123,"train"
8124,"validation"
8125,"test"
8126,"train"
8127,"test"
8128,"validation"
8129,"test"
8130,"train"
8131,"validation"
8132,"test"
8133,"validation"
8134,"validation"
8135,"train"
8136,"train"
8137,"validation"
8138,"train"
8139,"validation"
8140,"train"
8141,"test"
8142,"train"
8143,"validation"
8144,"test"
8145,"train"
8146,"validation"
8147,"validation"
8148,"train"
8149,"validation"
8150,"validation"
8151,"train"
8152,"validation"
8153,"test"
8154,"train"
8155,"test"
8156,"test"
8157,"validation"
8158,"train"
8159,"validation"
8160,"train"
8161,"test"
8162,"validation"
8163,"validation"
8164,"validation"
8165,"train"
8166,"validation"
8167,"train"
8168,"validation"
8169,"train"
8170,"validation"
8171,"train"
8172,"train"
8173,"train"
8174,"test"
8175,"train"
8176,"validation"
8177,"train"
8178,"test"
8179,"train"
8180,"train"
8181,"test"
8182,"train"
8183,"train"
8184,"train"
8185,"test"
8186,"train"
8187,"validation"
8188,"train"
8189,"train"
8190,"train"
8191,"train"
8192,"train"
8193,"train"
8194,"train"
8195,"test"
8196,"test"
8197,"validation"
8198,"validation"
8199,"validation"
8200,"train"
8201,"train"
8202,"test"
8203,"train"
8204,"train"
8205,"train"
8206,"train"
8207,"train"
8208,"test"
8209,"train"
8210,"train"
8211,"test"
8212,"test"
8213,"validation"
8214,"train"
8215,"train"
8216,"test"
8217,"train"
8218,"train"
8219,"train"
8220,"train"
8221,"train"
8222,"train"
8223,"test"
8224,"test"
8225,"train"
8226,"train"
8227,"train"
8228,"train"
8229,"test"
8230,"train"
8231,"validation"
8232,"train"
8233,"test"
8234,"validation"
8235,"test"
8236,"train"
8237,"train"
8238,"test"
8239,"train"
8240,"train"
8241,"train"
8242,"validation"
8243,"validation"
8244,"train"
8245,"train"
8246,"train"
8247,"validation"
8248,"train"
8249,"train"
8250,"train"
8251,"train"
8252,"train"
8253,"train"
8254,"train"
8255,"train"
8256,"train"
8257,"train"
8258,"train"
8259,"train"
8260,"validation"
8261,"test"
8262,"train"
8263,"train"
8264,"train"
8265,"test"
8266,"validation"
8267,"train"
8268,"train"
8269,"train"
8270,"train"
8271,"train"
8272,"train"
8273,"train"
8274,"train"
8275,"train"
8276,"train"
8277,"validation"
8278,"train"
8279,"test"
8280,"validation"
8281,"train"
8282,"test"
8283,"test"
8284,"validation"
8285,"train"
8286,"validation"
8287,"train"
8288,"train"
8289,"train"
8290,"train"
8291,"train"
8292,"train"
8293,"test"
8294,"train"
8295,"train"
8296,"train"
8297,"train"
8298,"validation"
8299,"train"
8300,"train"
8301,"test"
8302,"train"
8303,"train"
8304,"train"
8305,"train"
8306,"train"
8307,"train"
8308,"validation"
8309,"train"
8310,"train"
8311,"train"
8312,"train"
8313,"test"
8314,"validation"
8315,"train"
8316,"train"
8317,"train"
8318,"train"
8319,"train"
8320,"train"
8321,"test"
8322,"train"
8323,"test"
8324,"train"
8325,"validation"
8326,"train"
8327,"train"
8328,"train"
8329,"test"
8330,"train"
8331,"test"
8332,"validation"
8333,"test"
8334,"test"
8335,"validation"
8336,"train"
8337,"validation"
8338,"validation"
8339,"validation"
8340,"train"
8341,"validation"
8342,"train"
8343,"validation"
8344,"validation"
8345,"train"
8346,"validation"
8347,"train"
8348,"train"
8349,"test"
8350,"validation"
8351,"train"
8352,"train"
8353,"train"
8354,"train"
8355,"train"
8356,"train"
8357,"train"
8358,"train"
8359,"train"
8360,"test"
8361,"validation"
8362,"validation"
8363,"validation"
8364,"train"
8365,"validation"
8366,"train"
8367,"train"
8368,"train"
8369,"test"
8370,"train"
8371,"train"
8372,"test"
8373,"validation"
8374,"train"
8375,"train"
8376,"train"
8377,"train"
8378,"test"
8379,"train"
8380,"test"
8381,"validation"
8382,"test"
8383,"validation"
8384,"test"
8385,"test"
8386,"test"
8387,"validation"
8388,"validation"
8389,"train"
8390,"train"
8391,"train"
8392,"train"
8393,"train"
8394,"validation"
8395,"test"
8396,"train"
8397,"train"
8398,"test"
8399,"train"
8400,"test"
8401,"train"
8402,"train"
8403,"test"
8404,"train"
8405,"train"
8406,"train"
8407,"train"
8408,"test"
8409,"train"
8410,"train"
8411,"validation"
8412,"test"
8413,"test"
8414,"train"
8415,"train"
8416,"test"
8417,"train"
8418,"validation"
8419,"train"
8420,"validation"
8421,"train"
8422,"train"
8423,"train"
8424,"train"
8425,"validation"
8426,"validation"
8427,"validation"
8428,"train"
8429,"train"
8430,"validation"
8431,"validation"
8432,"test"
8433,"test"
8434,"test"
8435,"train"
8436,"test"
8437,"validation"
8438,"validation"
8439,"validation"
8440,"train"
8441,"test"
8442,"train"
8443,"train"
8444,"test"
8445,"train"
8446,"train"
8447,"validation"
8448,"test"
8449,"train"
8450,"validation"
8451,"test"
8452,"validation"
8453,"test"
8454,"train"
8455,"train"
8456,"train"
8457,"validation"
8458,"train"
8459,"test"
8460,"train"
8461,"train"
8462,"validation"
8463,"train"
8464,"train"
8465,"validation"
8466,"train"
8467,"test"
8468,"train"
8469,"test"
8470,"train"
8471,"train"
8472,"test"
8473,"test"
8474,"train"
8475,"train"
8476,"train"
8477,"train"
8478,"train"
8479,"test"
8480,"train"
8481,"validation"
8482,"train"
8483,"validation"
8484,"test"
8485,"test"
8486,"train"
8487,"train"
8488,"test"
8489,"train"
8490,"train"
8491,"validation"
8492,"test"
8493,"train"
8494,"train"
8495,"train"
8496,"train"
8497,"test"
8498,"train"
8499,"validation"
8500,"train"
8501,"test"
8502,"test"
8503,"train"
8504,"train"
8505,"train"
8506,"train"
8507,"validation"
8508,"train"
8509,"validation"
8510,"test"
8511,"train"
8512,"test"
8513,"train"
8514,"train"
8515,"train"
8516,"train"
8517,"train"
8518,"train"
8519,"validation"
8520,"validation"
8521,"train"
8522,"validation"
8523,"train"
8524,"test"
8525,"train"
8526,"train"
8527,"test"
8528,"train"
8529,"train"
8530,"train"
8531,"test"
8532,"train"
8533,"train"
8534,"train"
8535,"train"
8536,"train"
8537,"test"
8538,"test"
8539,"test"
8540,"validation"
8541,"train"
8542,"validation"
8543,"train"
8544,"validation"
8545,"test"
8546,"train"
8547,"train"
8548,"train"
8549,"validation"
8550,"validation"
8551,"train"
8552,"train"
8553,"train"
8554,"train"
8555,"train"
8556,"test"
8557,"test"
8558,"train"
8559,"validation"
8560,"test"
8561,"train"
8562,"test"
8563,"train"
8564,"test"
8565,"train"
8566,"train"
8567,"train"
8568,"train"
8569,"train"
8570,"test"
8571,"train"
8572,"train"
8573,"validation"
8574,"test"
8575,"validation"
8576,"test"
8577,"train"
8578,"validation"
8579,"test"
8580,"train"
8581,"validation"
8582,"train"
8583,"validation"
8584,"train"
8585,"train"
8586,"train"
8587,"train"
8588,"train"
8589,"train"
8590,"validation"
8591,"validation"
8592,"validation"
8593,"train"
8594,"validation"
8595,"validation"
8596,"validation"
8597,"test"
8598,"train"
8599,"train"
8600,"train"
8601,"test"
8602,"validation"
8603,"train"
8604,"train"
8605,"train"
8606,"train"
8607,"train"
8608,"train"
8609,"test"
8610,"train"
8611,"train"
8612,"validation"
8613,"train"
8614,"validation"
8615,"train"
8616,"train"
8617,"train"
8618,"train"
8619,"train"
8620,"train"
8621,"train"
8622,"validation"
8623,"validation"
8624,"test"
8625,"train"
8626,"train"
8627,"train"
8628,"train"
8629,"train"
8630,"test"
8631,"test"
8632,"train"
8633,"validation"
8634,"train"
8635,"validation"
8636,"train"
8637,"train"
8638,"test"
8639,"test"
8640,"validation"
8641,"train"
8642,"validation"
8643,"train"
8644,"train"
8645,"test"
8646,"train"
8647,"validation"
8648,"test"
8649,"train"
8650,"train"
8651,"train"
8652,"test"
8653,"train"
8654,"test"
8655,"train"
8656,"train"
8657,"train"
8658,"test"
8659,"train"
8660,"train"
8661,"train"
8662,"test"
8663,"train"
8664,"train"
8665,"train"
8666,"train"
8667,"test"
8668,"validation"
8669,"validation"
8670,"train"
8671,"train"
8672,"test"
8673,"train"
8674,"train"
8675,"validation"
8676,"train"
8677,"test"
8678,"train"
8679,"train"
8680,"test"
8681,"train"
8682,"validation"
8683,"train"
8684,"train"
8685,"train"
8686,"train"
8687,"train"
8688,"train"
8689,"train"
8690,"validation"
8691,"train"
8692,"train"
8693,"validation"
8694,"train"
8695,"train"
8696,"test"
8697,"validation"
8698,"validation"
8699,"train"
8700,"train"
8701,"train"
8702,"train"
8703,"train"
8704,"test"
8705,"train"
8706,"train"
8707,"train"
8708,"train"
8709,"validation"
8710,"train"
8711,"validation"
8712,"train"
8713,"train"
8714,"test"
8715,"train"
8716,"train"
8717,"train"
8718,"validation"
8719,"train"
8720,"train"
8721,"train"
8722,"train"
8723,"train"
8724,"test"
8725,"train"
8726,"train"
8727,"train"
8728,"train"
8729,"train"
8730,"train"
8731,"test"
8732,"test"
8733,"train"
8734,"train"
8735,"train"
8736,"train"
8737,"train"
8738,"train"
8739,"train"
8740,"train"
8741,"train"
8742,"test"
8743,"train"
8744,"validation"
8745,"test"
8746,"train"
8747,"train"
8748,"test"
8749,"train"
8750,"train"
8751,"validation"
8752,"test"
8753,"test"
8754,"test"
8755,"train"
8756,"train"
8757,"validation"
8758,"test"
8759,"train"
8760,"train"
8761,"test"
8762,"train"
8763,"train"
8764,"test"
8765,"validation"
8766,"train"
8767,"test"
8768,"train"
8769,"test"
8770,"train"
8771,"train"
8772,"train"
8773,"train"
8774,"train"
8775,"validation"
8776,"train"
8777,"train"
8778,"train"
8779,"train"
8780,"validation"
8781,"train"
8782,"train"
8783,"test"
8784,"train"
8785,"test"
8786,"train"
8787,"test"
8788,"train"
8789,"train"
8790,"train"
8791,"test"
8792,"validation"
8793,"train"
8794,"test"
8795,"train"
8796,"train"
8797,"test"
8798,"train"
8799,"train"
8800,"train"
8801,"train"
8802,"validation"
8803,"train"
8804,"train"
8805,"train"
8806,"train"
8807,"test"
8808,"test"
8809,"validation"
8810,"train"
8811,"train"
8812,"train"
8813,"validation"
8814,"validation"
8815,"test"
8816,"train"
8817,"test"
8818,"train"
8819,"train"
8820,"test"
8821,"train"
8822,"train"
8823,"validation"
8824,"train"
8825,"train"
8826,"train"
8827,"train"
8828,"train"
8829,"validation"
8830,"train"
8831,"validation"
8832,"train"
8833,"train"
8834,"train"
8835,"validation"
8836,"test"
8837,"test"
8838,"train"
8839,"train"
8840,"test"
8841,"test"
8842,"validation"
8843,"test"
8844,"test"
8845,"validation"
8846,"train"
8847,"train"
8848,"train"
8849,"train"
8850,"test"
8851,"train"
8852,"validation"
8853,"train"
8854,"train"
8855,"train"
8856,"train"
8857,"train"
8858,"train"
8859,"test"
8860,"train"
8861,"train"
8862,"validation"
8863,"validation"
8864,"test"
8865,"test"
8866,"train"
8867,"validation"
8868,"train"
8869,"train"
8870,"validation"
8871,"test"
8872,"validation"
8873,"test"
8874,"test"
8875,"test"
8876,"test"
8877,"train"
8878,"test"
8879,"train"
8880,"train"
8881,"train"
8882,"train"
8883,"validation"
8884,"train"
8885,"validation"
8886,"test"
8887,"train"
8888,"train"
8889,"train"
8890,"validation"
8891,"train"
8892,"test"
8893,"train"
8894,"train"
8895,"test"
8896,"test"
8897,"train"
8898,"validation"
8899,"train"
8900,"train"
8901,"test"
8902,"train"
8903,"train"
8904,"validation"
8905,"train"
8906,"validation"
8907,"validation"
8908,"test"
8909,"train"
8910,"validation"
8911,"test"
8912,"validation"
8913,"test"
8914,"train"
8915,"validation"
8916,"train"
8917,"test"
8918,"test"
8919,"train"
8920,"test"
8921,"validation"
8922,"validation"
8923,"train"
8924,"test"
8925,"train"
8926,"test"
8927,"train"
8928,"validation"
8929,"train"
8930,"validation"
8931,"train"
8932,"test"
8933,"test"
8934,"train"
8935,"validation"
8936,"test"
8937,"test"
8938,"train"
8939,"validation"
8940,"train"
8941,"test"
8942,"train"
8943,"test"
8944,"train"
8945,"test"
8946,"train"
8947,"train"
8948,"validation"
8949,"train"
8950,"train"
8951,"test"
8952,"train"
8953,"train"
8954,"validation"
8955,"validation"
8956,"train"
8957,"test"
8958,"train"
8959,"train"
8960,"test"
8961,"test"
8962,"train"
8963,"validation"
8964,"train"
8965,"test"
8966,"train"
8967,"test"
8968,"train"
8969,"train"
8970,"validation"
8971,"train"
8972,"train"
8973,"test"
8974,"train"
8975,"train"
8976,"train"
8977,"test"
8978,"validation"
8979,"train"
8980,"validation"
8981,"train"
8982,"validation"
8983,"train"
8984,"train"
8985,"train"
8986,"train"
8987,"train"
8988,"validation"
8989,"validation"
8990,"test"
8991,"train"
8992,"train"
8993,"test"
8994,"train"
8995,"train"
8996,"validation"
8997,"train"
8998,"test"
8999,"validation"
9000,"train"
9001,"validation"
9002,"train"
9003,"test"
9004,"train"
9005,"test"
9006,"validation"
9007,"test"
9008,"train"
9009,"validation"
9010,"train"
9011,"train"
9012,"train"
9013,"validation"
9014,"train"
9015,"train"
9016,"train"
9017,"validation"
9018,"train"
9019,"validation"
9020,"test"
9021,"train"
9022,"test"
9023,"train"
9024,"test"
9025,"validation"
9026,"test"
9027,"train"
9028,"train"
9029,"validation"
9030,"validation"
9031,"test"
9032,"train"
9033,"train"
9034,"train"
9035,"validation"
9036,"test"
9037,"train"
9038,"train"
9039,"test"
9040,"train"
9041,"train"
9042,"validation"
9043,"train"
9044,"train"
9045,"train"
9046,"train"
9047,"train"
9048,"train"
9049,"validation"
9050,"train"
9051,"train"
9052,"train"
9053,"test"
9054,"train"
9055,"validation"
9056,"train"
9057,"train"
9058,"train"
9059,"test"
9060,"train"
9061,"validation"
9062,"test"
9063,"train"
9064,"train"
9065,"train"
9066,"train"
9067,"train"
9068,"validation"
9069,"validation"
9070,"validation"
9071,"train"
9072,"train"
9073,"train"
9074,"validation"
9075,"train"
9076,"test"
9077,"train"
9078,"test"
9079,"train"
9080,"train"
9081,"test"
9082,"train"
9083,"train"
9084,"train"
9085,"validation"
9086,"train"
9087,"test"
9088,"validation"
9089,"train"
9090,"train"
9091,"train"
9092,"validation"
9093,"train"
9094,"validation"
9095,"validation"
9096,"train"
9097,"train"
9098,"test"
9099,"train"
9100,"validation"
9101,"validation"
9102,"test"
9103,"train"
9104,"validation"
9105,"train"
9106,"validation"
9107,"test"
9108,"validation"
9109,"train"
9110,"train"
9111,"validation"
9112,"validation"
9113,"test"
9114,"train"
9115,"train"
9116,"train"
9117,"test"
9118,"test"
9119,"train"
9120,"train"
9121,"test"
9122,"validation"
9123,"train"
9124,"train"
9125,"train"
9126,"train"
9127,"train"
9128,"test"
9129,"train"
9130,"test"
9131,"validation"
9132,"train"
9133,"validation"
9134,"test"
9135,"test"
9136,"test"
9137,"validation"
9138,"train"
9139,"test"
9140,"validation"
9141,"train"
9142,"validation"
9143,"test"
9144,"train"
9145,"train"
9146,"train"
9147,"train"
9148,"train"
9149,"train"
9150,"train"
9151,"train"
9152,"test"
9153,"train"
9154,"train"
9155,"train"
9156,"train"
9157,"train"
9158,"train"
9159,"validation"
9160,"train"
9161,"train"
9162,"train"
9163,"validation"
9164,"validation"
9165,"train"
9166,"train"
9167,"train"
9168,"validation"
9169,"train"
9170,"train"
9171,"test"
9172,"train"
9173,"train"
9174,"validation"
9175,"validation"
9176,"train"
9177,"test"
9178,"train"
9179,"train"
9180,"validation"
9181,"train"
9182,"validation"
9183,"test"
9184,"validation"
9185,"validation"
9186,"validation"
9187,"test"
9188,"train"
9189,"train"
9190,"validation"
9191,"validation"
9192,"test"
9193,"test"
9194,"train"
9195,"train"
9196,"train"
9197,"test"
9198,"validation"
9199,"test"
9200,"train"
9201,"test"
9202,"train"
9203,"train"
9204,"train"
9205,"validation"
9206,"train"
9207,"train"
9208,"train"
9209,"train"
9210,"train"
9211,"train"
9212,"train"
9213,"validation"
9214,"train"
9215,"train"
9216,"validation"
9217,"train"
9218,"train"
9219,"train"
9220,"test"
9221,"train"
9222,"validation"
9223,"validation"
9224,"test"
9225,"train"
9226,"validation"
9227,"validation"
9228,"train"
9229,"train"
9230,"train"
9231,"train"
9232,"train"
9233,"train"
9234,"validation"
9235,"validation"
9236,"train"
9237,"test"
9238,"train"
9239,"validation"
9240,"train"
9241,"train"
9242,"train"
9243,"train"
9244,"train"
9245,"validation"
9246,"train"
9247,"train"
9248,"validation"
9249,"train"
9250,"validation"
9251,"validation"
9252,"train"
9253,"train"
9254,"test"
9255,"test"
9256,"test"
9257,"train"
9258,"train"
9259,"train"
9260,"train"
9261,"train"
9262,"validation"
9263,"train"
9264,"validation"
9265,"validation"
9266,"train"
9267,"train"
9268,"train"
9269,"train"
9270,"train"
9271,"train"
9272,"validation"
9273,"test"
9274,"validation"
9275,"test"
9276,"train"
9277,"train"
9278,"train"
9279,"test"
9280,"test"
9281,"validation"
9282,"train"
9283,"validation"
9284,"train"
9285,"test"
9286,"test"
9287,"train"
9288,"train"
9289,"train"
9290,"test"
9291,"train"
9292,"train"
9293,"train"
9294,"validation"
9295,"train"
9296,"train"
9297,"train"
9298,"test"
9299,"train"
9300,"test"
9301,"train"
9302,"train"
9303,"train"
9304,"train"
9305,"test"
9306,"validation"
9307,"train"
9308,"train"
9309,"test"
9310,"test"
9311,"test"
9312,"train"
9313,"validation"
9314,"train"
9315,"train"
9316,"test"
9317,"validation"
9318,"validation"
9319,"train"
9320,"train"
9321,"train"
9322,"train"
9323,"train"
9324,"validation"
9325,"train"
9326,"train"
9327,"train"
9328,"train"
9329,"validation"
9330,"train"
9331,"train"
9332,"test"
9333,"train"
9334,"validation"
9335,"train"
9336,"test"
9337,"train"
9338,"validation"
9339,"validation"
9340,"train"
9341,"train"
9342,"validation"
9343,"train"
9344,"train"
9345,"train"
9346,"train"
9347,"train"
9348,"test"
9349,"train"
9350,"test"
9351,"train"
9352,"train"
9353,"train"
9354,"train"
9355,"train"
9356,"train"
9357,"validation"
9358,"train"
9359,"train"
9360,"test"
9361,"train"
9362,"validation"
9363,"train"
9364,"train"
9365,"validation"
9366,"train"
9367,"train"
9368,"train"
9369,"train"
9370,"train"
9371,"train"
9372,"train"
9373,"train"
9374,"validation"
9375,"train"
9376,"train"
9377,"validation"
9378,"train"
9379,"train"
9380,"train"
9381,"train"
9382,"test"
9383,"train"
9384,"train"
9385,"train"
9386,"train"
9387,"test"
9388,"train"
9389,"validation"
9390,"validation"
9391,"train"
9392,"test"
9393,"train"
9394,"validation"
9395,"train"
9396,"train"
9397,"train"
9398,"train"
9399,"test"
9400,"validation"
9401,"train"
9402,"test"
9403,"test"
9404,"train"
9405,"train"
9406,"train"
9407,"train"
9408,"validation"
9409,"validation"
9410,"test"
9411,"validation"
9412,"train"
9413,"train"
9414,"train"
9415,"validation"
9416,"validation"
9417,"validation"
9418,"test"
9419,"validation"
9420,"train"
9421,"train"
9422,"test"
9423,"train"
9424,"test"
9425,"test"
9426,"validation"
9427,"test"
9428,"train"
9429,"train"
9430,"train"
9431,"test"
9432,"train"
9433,"test"
9434,"test"
9435,"train"
9436,"train"
9437,"train"
9438,"validation"
9439,"test"
9440,"test"
9441,"validation"
9442,"validation"
9443,"validation"
9444,"test"
9445,"train"
9446,"validation"
9447,"train"
9448,"train"
9449,"validation"
9450,"train"
9451,"test"
9452,"train"
9453,"test"
9454,"train"
9455,"validation"
9456,"validation"
9457,"test"
9458,"train"
9459,"train"
9460,"validation"
9461,"train"
9462,"train"
9463,"test"
9464,"test"
9465,"train"
9466,"validation"
9467,"validation"
9468,"test"
9469,"test"
9470,"train"
9471,"train"
9472,"test"
9473,"test"
9474,"train"
9475,"train"
9476,"validation"
9477,"test"
9478,"validation"
9479,"validation"
9480,"test"
9481,"validation"
9482,"train"
9483,"test"
9484,"test"
9485,"train"
9486,"test"
9487,"validation"
9488,"train"
9489,"train"
9490,"train"
9491,"test"
9492,"validation"
9493,"validation"
9494,"validation"
9495,"train"
9496,"train"
9497,"validation"
9498,"train"
9499,"train"
9500,"train"
9501,"train"
9502,"train"
9503,"train"
9504,"test"
9505,"train"
9506,"test"
9507,"train"
9508,"train"
9509,"train"
9510,"train"
9511,"validation"
9512,"train"
9513,"train"
9514,"train"
9515,"train"
9516,"validation"
9517,"train"
9518,"train"
9519,"test"
9520,"train"
9521,"validation"
9522,"test"
9523,"train"
9524,"train"
9525,"train"
9526,"train"
9527,"train"
9528,"train"
9529,"test"
9530,"train"
9531,"train"
9532,"train"
9533,"train"
9534,"train"
9535,"validation"
9536,"test"
9537,"validation"
9538,"validation"
9539,"train"
9540,"validation"
9541,"validation"
9542,"train"
9543,"train"
9544,"train"
9545,"train"
9546,"validation"
9547,"train"
9548,"train"
9549,"validation"
9550,"test"
9551,"train"
9552,"train"
9553,"train"
9554,"train"
9555,"validation"
9556,"train"
9557,"validation"
9558,"train"
9559,"train"
9560,"validation"
9561,"train"
9562,"train"
9563,"train"
9564,"train"
9565,"train"
9566,"test"
9567,"validation"
9568,"train"
9569,"validation"
9570,"validation"
9571,"train"
9572,"test"
9573,"validation"
9574,"validation"
9575,"validation"
9576,"train"
9577,"test"
9578,"train"
9579,"train"
9580,"validation"
9581,"train"
9582,"train"
9583,"train"
9584,"train"
9585,"test"
9586,"train"
9587,"train"
9588,"train"
9589,"train"
9590,"train"
9591,"train"
9592,"train"
9593,"train"
9594,"train"
9595,"validation"
9596,"train"
9597,"train"
9598,"train"
9599,"test"
9600,"train"
9601,"train"
9602,"train"
9603,"train"
9604,"train"
9605,"train"
9606,"train"
9607,"train"
9608,"train"
9609,"test"
9610,"validation"
9611,"train"
9612,"train"
9613,"train"
9614,"train"
9615,"train"
9616,"train"
9617,"train"
9618,"train"
9619,"train"
9620,"train"
9621,"train"
9622,"train"
9623,"validation"
9624,"train"
9625,"test"
9626,"validation"
9627,"train"
9628,"train"
9629,"validation"
9630,"validation"
9631,"test"
9632,"train"
9633,"train"
9634,"test"
9635,"test"
9636,"train"
9637,"train"
9638,"train"
9639,"train"
9640,"test"
9641,"train"
9642,"train"
9643,"train"
9644,"test"
9645,"validation"
9646,"train"
9647,"test"
9648,"train"
9649,"validation"
9650,"test"
9651,"train"
9652,"validation"
9653,"train"
9654,"train"
9655,"test"
9656,"train"
9657,"test"
9658,"train"
9659,"validation"
9660,"train"
9661,"test"
9662,"train"
9663,"train"
9664,"train"
9665,"validation"
9666,"test"
9667,"validation"
9668,"validation"
9669,"train"
9670,"test"
9671,"train"
9672,"validation"
9673,"validation"
9674,"train"
9675,"validation"
9676,"test"
9677,"train"
9678,"train"
9679,"test"
9680,"train"
9681,"train"
9682,"train"
9683,"validation"
9684,"train"
9685,"train"
9686,"test"
9687,"test"
9688,"train"
9689,"test"
9690,"validation"
9691,"validation"
9692,"train"
9693,"validation"
9694,"train"
9695,"train"
9696,"validation"
9697,"validation"
9698,"train"
9699,"validation"
9700,"train"
9701,"train"
9702,"train"
9703,"train"
9704,"train"
9705,"train"
9706,"validation"
9707,"validation"
9708,"test"
9709,"train"
9710,"test"
9711,"test"
9712,"train"
9713,"train"
9714,"validation"
9715,"validation"
9716,"test"
9717,"train"
9718,"validation"
9719,"train"
9720,"validation"
9721,"validation"
9722,"train"
9723,"test"
9724,"test"
9725,"test"
9726,"train"
9727,"train"
9728,"train"
9729,"train"
9730,"test"
9731,"train"
9732,"validation"
9733,"test"
9734,"validation"
9735,"test"
9736,"train"
9737,"train"
9738,"test"
9739,"validation"
9740,"test"
9741,"train"
9742,"train"
9743,"train"
9744,"train"
9745,"train"
9746,"train"
9747,"validation"
9748,"train"
9749,"train"
9750,"train"
9751,"test"
9752,"test"
9753,"train"
9754,"train"
9755,"test"
9756,"validation"
9757,"validation"
9758,"test"
9759,"train"
9760,"train"
9761,"train"
9762,"validation"
9763,"validation"
9764,"validation"
9765,"train"
9766,"test"
9767,"train"
9768,"train"
9769,"train"
9770,"validation"
9771,"train"
9772,"train"
9773,"test"
9774,"train"
9775,"train"
9776,"train"
9777,"validation"
9778,"train"
9779,"train"
9780,"validation"
9781,"train"
9782,"train"
9783,"train"
9784,"train"
9785,"train"
9786,"test"
9787,"test"
9788,"train"
9789,"train"
9790,"train"
9791,"train"
9792,"train"
9793,"validation"
9794,"test"
9795,"train"
9796,"validation"
9797,"train"
9798,"train"
9799,"validation"
9800,"train"
9801,"train"
9802,"train"
9803,"test"
9804,"train"
9805,"train"
9806,"train"
9807,"test"
9808,"train"
9809,"validation"
9810,"validation"
9811,"train"
9812,"train"
9813,"train"
9814,"test"
9815,"train"
9816,"train"
9817,"validation"
9818,"train"
9819,"test"
9820,"train"
9821,"train"
9822,"test"
9823,"train"
9824,"train"
9825,"validation"
9826,"validation"
9827,"train"
9828,"test"
9829,"train"
9830,"test"
9831,"train"
9832,"validation"
9833,"train"
9834,"train"
9835,"test"
9836,"train"
9837,"validation"
9838,"train"
9839,"validation"
9840,"validation"
9841,"validation"
9842,"train"
9843,"train"
9844,"test"
9845,"validation"
9846,"validation"
9847,"train"
9848,"train"
9849,"train"
9850,"train"
9851,"validation"
9852,"validation"
9853,"validation"
9854,"train"
9855,"train"
9856,"train"
9857,"train"
9858,"train"
9859,"train"
9860,"validation"
9861,"train"
9862,"test"
9863,"train"
9864,"test"
9865,"validation"
9866,"train"
9867,"train"
9868,"test"
9869,"test"
9870,"validation"
9871,"validation"
9872,"train"
9873,"test"
9874,"train"
9875,"test"
9876,"train"
9877,"train"
9878,"test"
9879,"train"
9880,"validation"
9881,"test"
9882,"train"
9883,"validation"
9884,"train"
9885,"validation"
9886,"validation"
9887,"train"
9888,"train"
9889,"train"
9890,"train"
9891,"train"
9892,"train"
9893,"validation"
9894,"validation"
9895,"train"
9896,"train"
9897,"train"
9898,"train"
9899,"validation"
9900,"train"
9901,"train"
9902,"train"
9903,"train"
9904,"train"
9905,"train"
9906,"test"
9907,"train"
9908,"test"
9909,"validation"
9910,"train"
9911,"train"
9912,"test"
9913,"test"
9914,"train"
9915,"train"
9916,"validation"
9917,"test"
9918,"test"
9919,"validation"
9920,"test"
9921,"train"
9922,"train"
9923,"train"
9924,"test"
9925,"train"
9926,"train"
9927,"train"
9928,"train"
9929,"validation"
9930,"train"
9931,"test"
9932,"train"
9933,"train"
9934,"train"
9935,"test"
9936,"train"
9937,"train"
9938,"test"
9939,"train"
9940,"train"
9941,"validation"
9942,"train"
9943,"train"
9944,"train"
9945,"test"
9946,"test"
9947,"train"
9948,"train"
9949,"train"
9950,"test"
9951,"validation"
9952,"train"
9953,"train"
9954,"train"
9955,"test"
9956,"test"
9957,"train"
9958,"train"
9959,"train"
9960,"test"
9961,"validation"
9962,"train"
9963,"test"
9964,"train"
9965,"test"
9966,"train"
9967,"train"
9968,"train"
9969,"train"
9970,"train"
9971,"train"
9972,"train"
9973,"train"
9974,"train"
9975,"train"
9976,"validation"
9977,"train"
9978,"validation"
9979,"test"
9980,"test"
9981,"test"
9982,"train"
9983,"validation"
9984,"train"
9985,"train"
9986,"test"
9987,"test"
9988,"validation"
9989,"validation"
9990,"train"
9991,"test"
9992,"test"
9993,"train"
9994,"train"
9995,"train"
9996,"train"
9997,"train"
9998,"test"
9999,"test"
10000,"train"
10001,"train"
10002,"train"
